,0.0,0.04,0.08,0.12,0.16,0.2,0.24,0.28,0.32,0.36,0.4,0.44,0.48,0.52,0.56,0.6,0.64,0.68,0.72,0.76,0.8,0.84,0.88,0.92,0.96,1.0,1.04,1.08,1.12,1.16,1.2,1.24,1.28,1.32,1.36,1.4,1.44,1.48,1.52,1.56,1.6,1.64,1.68,1.72,1.76,1.8,1.84,1.88,1.92,1.96,2.0
0.0,76.0,76.0,76.0,71.19999999999999,71.19999999999999,71.19999999999999,71.19999999999999,71.19999999999999,66.4,66.4,66.4,66.4,66.4,61.6,61.6,61.6,61.6,61.6,56.800000000000004,56.800000000000004,56.800000000000004,56.800000000000004,56.800000000000004,52.0,52.0,52.0,52.0,52.0,47.2,47.2,47.2,47.2,47.2,42.400000000000006,42.400000000000006,42.400000000000006,42.400000000000006,42.400000000000006,37.6,37.6,37.6,37.6,37.6,32.8,32.8,32.8,32.8,32.8,28.000000000000004,28.000000000000004,28.000000000000004
0.04,76.0,76.0,76.0,71.19999999999999,71.19999999999999,71.19999999999999,71.19999999999999,71.19999999999999,66.4,66.4,66.4,66.4,66.4,61.6,61.6,61.6,61.6,61.6,56.800000000000004,56.800000000000004,56.800000000000004,56.800000000000004,56.800000000000004,52.0,52.0,52.0,52.0,52.0,47.2,47.2,47.2,47.2,47.2,42.400000000000006,42.400000000000006,42.400000000000006,42.400000000000006,42.400000000000006,37.6,37.6,37.6,37.6,37.6,32.8,32.8,32.8,32.8,32.8,28.000000000000004,28.000000000000004,28.000000000000004
0.08,76.0,76.0,76.0,71.19999999999999,71.19999999999999,71.19999999999999,71.19999999999999,71.19999999999999,66.4,66.4,66.4,66.4,66.4,61.6,61.6,61.6,61.6,61.6,56.800000000000004,56.800000000000004,56.800000000000004,56.800000000000004,56.800000000000004,52.0,52.0,52.0,52.0,52.0,47.2,47.2,47.2,47.2,47.2,42.400000000000006,42.400000000000006,42.400000000000006,42.400000000000006,42.400000000000006,37.6,37.6,37.6,37.6,37.6,32.8,32.8,32.8,32.8,32.8,28.000000000000004,28.000000000000004,28.000000000000004
0.12,88.0,88.0,88.0,85.2,85.2,85.2,85.2,85.2,82.4,82.4,82.4,82.4,82.4,79.6,79.6,79.6,79.6,79.6,76.8,76.8,76.8,76.8,76.8,70.0,70.0,70.0,70.0,70.0,59.20000000000001,59.20000000000001,59.20000000000001,59.20000000000001,59.20000000000001,58.400000000000006,58.400000000000006,58.400000000000006,58.400000000000006,58.400000000000006,51.6,51.6,51.6,51.6,51.6,44.8,44.8,46.800000000000004,48.800000000000004,50.8,48.0,50.0,52.0
0.16,96.0,96.0,96.0,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,86.39999999999999,86.39999999999999,86.39999999999999,86.39999999999999,86.39999999999999,81.6,81.6,81.6,81.6,81.6,76.8,76.8,76.8,76.8,76.8,72.0,72.0,72.0,72.0,72.0,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,62.4,62.4,62.4,62.4,62.4,57.599999999999994,57.599999999999994,57.599999999999994,57.599999999999994,57.599999999999994,52.800000000000004,52.800000000000004,52.800000000000004,52.800000000000004,52.800000000000004,48.0,48.0,48.0
0.2,96.0,96.0,96.0,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,86.39999999999999,86.39999999999999,86.39999999999999,86.39999999999999,86.39999999999999,81.6,81.6,81.6,81.6,81.6,76.8,76.8,76.8,76.8,76.8,72.0,72.0,72.0,72.0,72.0,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,62.4,62.4,62.4,62.4,62.4,57.599999999999994,57.599999999999994,57.599999999999994,57.599999999999994,57.599999999999994,52.800000000000004,52.800000000000004,52.800000000000004,52.800000000000004,52.800000000000004,48.0,48.0,48.0
0.24,96.0,96.0,96.0,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,86.39999999999999,86.39999999999999,86.39999999999999,86.39999999999999,86.39999999999999,81.6,81.6,81.6,81.6,81.6,76.8,76.8,76.8,76.8,76.8,72.0,72.0,72.0,72.0,72.0,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,62.4,62.4,62.4,62.4,62.4,57.599999999999994,57.599999999999994,57.599999999999994,57.599999999999994,57.599999999999994,52.800000000000004,52.800000000000004,52.800000000000004,52.800000000000004,52.800000000000004,48.0,48.0,48.0
0.28,96.0,96.0,96.0,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,86.39999999999999,86.39999999999999,86.39999999999999,86.39999999999999,86.39999999999999,81.6,81.6,81.6,81.6,81.6,76.8,76.8,76.8,76.8,76.8,72.0,72.0,72.0,72.0,72.0,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,62.4,62.4,62.4,62.4,62.4,57.599999999999994,57.599999999999994,57.599999999999994,57.599999999999994,57.599999999999994,52.800000000000004,52.800000000000004,52.800000000000004,52.800000000000004,52.800000000000004,48.0,48.0,48.0
0.32,96.0,96.0,96.0,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,86.39999999999999,86.39999999999999,86.39999999999999,86.39999999999999,86.39999999999999,81.6,81.6,81.6,81.6,81.6,76.8,76.8,76.8,76.8,76.8,72.0,72.0,72.0,72.0,72.0,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,62.4,62.4,62.4,62.4,62.4,57.599999999999994,57.599999999999994,57.599999999999994,57.599999999999994,57.599999999999994,52.800000000000004,52.800000000000004,52.800000000000004,52.800000000000004,52.800000000000004,48.0,48.0,48.0
0.36,96.0,96.0,96.0,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,86.39999999999999,86.39999999999999,86.39999999999999,86.39999999999999,86.39999999999999,81.6,81.6,81.6,81.6,81.6,76.8,76.8,76.8,76.8,76.8,72.0,72.0,72.0,72.0,72.0,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,62.4,62.4,62.4,62.4,62.4,57.599999999999994,57.599999999999994,57.599999999999994,57.599999999999994,57.599999999999994,52.800000000000004,52.800000000000004,52.800000000000004,52.800000000000004,52.800000000000004,48.0,48.0,48.0
0.4,96.0,96.0,96.0,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,86.39999999999999,86.39999999999999,86.39999999999999,86.39999999999999,86.39999999999999,81.6,81.6,81.6,81.6,81.6,76.8,76.8,76.8,76.8,76.8,72.0,72.0,72.0,72.0,72.0,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,62.4,62.4,62.4,62.4,62.4,57.599999999999994,57.599999999999994,57.599999999999994,57.599999999999994,57.599999999999994,52.800000000000004,52.800000000000004,52.800000000000004,52.800000000000004,52.800000000000004,48.0,48.0,48.0
0.44,96.0,96.0,96.0,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,86.39999999999999,86.39999999999999,86.39999999999999,86.39999999999999,86.39999999999999,81.6,81.6,81.6,81.6,81.6,76.8,76.8,76.8,76.8,76.8,72.0,72.0,72.0,72.0,72.0,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,62.4,62.4,62.4,62.4,62.4,57.599999999999994,57.599999999999994,57.599999999999994,57.599999999999994,57.599999999999994,52.800000000000004,52.800000000000004,52.800000000000004,52.800000000000004,52.800000000000004,48.0,48.0,48.0
0.48,96.0,96.0,96.0,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,86.39999999999999,86.39999999999999,86.39999999999999,86.39999999999999,86.39999999999999,81.6,81.6,81.6,81.6,81.6,76.8,76.8,76.8,76.8,76.8,72.0,72.0,72.0,72.0,72.0,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,62.4,62.4,62.4,62.4,62.4,57.599999999999994,57.599999999999994,57.599999999999994,57.599999999999994,57.599999999999994,52.800000000000004,52.800000000000004,52.800000000000004,52.800000000000004,52.800000000000004,48.0,48.0,48.0
0.52,96.0,96.0,96.0,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,91.19999999999999,86.39999999999999,86.39999999999999,86.39999999999999,86.39999999999999,86.39999999999999,81.6,81.6,81.6,81.6,81.6,76.8,76.8,76.8,76.8,76.8,72.0,72.0,72.0,72.0,72.0,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,62.4,62.4,62.4,62.4,62.4,57.599999999999994,57.599999999999994,57.599999999999994,57.599999999999994,57.599999999999994,52.800000000000004,52.800000000000004,52.800000000000004,52.800000000000004,52.800000000000004,48.0,48.0,48.0
